Taxon	Value	Name	UniRuleId
2759	4.10.260.10:FF:000007	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-10	ARBA00067206
10239	3.40.430.10:FF:000002	Viral dihydrofolate reductase	ARBA00067207
4751	3.10.450.320:FF:000002	Mitochondrial import inner membrane translocase subunit tim21	ARBA00067208
2759	3.10.450.320:FF:000001	Mitochondrial import inner membrane translocase subunit tim21	ARBA00067208
2759	3.40.850.10:FF:000114	Kinesin-like protein KIN-1	ARBA00067209
2759	1.10.1410.10:FF:000015,3.30.460.10:FF:000006	Terminal nucleotidyltransferase 4B	ARBA00067210
2	3.40.800.10:FF:000026	N(1)-aminopropylagmatine ureohydrolase	ARBA00067211
2759	1.25.40.10:FF:000023,1.25.40.10:FF:000038	Pre-mRNA-splicing factor syf1	ARBA00067212
4751	1.25.40.10:FF:000137	Pre-mRNA-splicing factor syf1	ARBA00067212
NA	1.25.40.10:FF:000411,1.25.40.10:FF:000519,1.25.40.10:FF:001071	Pre-mRNA-splicing factor syf1	ARBA00067212
7711	1.10.1410.10:FF:000003,3.30.460.10:FF:000006	Terminal nucleotidyltransferase 4A	ARBA00067213
3379134	1.20.1730.10:FF:000002	Sodium/proline symporter	ARBA00067214
2759	1.10.10.60:FF:000569	Telomere repeats-binding bouquet formation protein 1	ARBA00067215
NA	3.30.160.60:FF:000042,3.30.160.60:FF:000067,3.30.160.60:FF:000313	Zinc finger protein 281	ARBA00067216
2759	1.10.437.10:FF:000004	Apoptosis regulator BAX	ARBA00067217
2759	3.80.10.10:FF:000455	Osteomodulin	ARBA00067218
NA	3.30.160.60:FF:000016,3.30.160.60:FF:000044,3.30.160.60:FF:000053	Zinc finger protein 283	ARBA00067219
4751	1.10.287.810:FF:000002	Mitochondrial import inner membrane translocase subunit tim10	ARBA00067220
4751	1.10.287.810:FF:000001	Mitochondrial import inner membrane translocase subunit tim13	ARBA00067221
2759	3.40.20.10:FF:000051	Cofilin/actin-depolymerizing factor homolog 2	ARBA00067222
147538	1.10.287.110:FF:000001	Mitochondrial import inner membrane translocase subunit tim14	ARBA00067223
NA	1.10.4020.10:FF:000001,3.30.160.60:FF:000252,3.30.160.60:FF:000269	Zinc finger protein 287	ARBA00067224
2759	3.40.20.10:FF:000046	Cofilin/actin-depolymerizing factor homolog 1	ARBA00067225
1206794	3.40.30.10:FF:000032,3.40.30.10:FF:000050	Protein disulfide-isomerase A6 homolog	ARBA00067226
NA	2.60.200.40:FF:000004,3.10.20.90:FF:000188,3.30.60.20:FF:000002	Diacylglycerol kinase theta	ARBA00067227
2759	2.30.29.30:FF:000225	GRAM domain-containing protein 4	ARBA00067228
2759	3.10.100.10:FF:000069	C-type lectin domain family 7 member A	ARBA00067229
NA	3.30.160.60:FF:000912,3.30.160.60:FF:002259,3.30.160.60:FF:002343	Zinc finger protein 271	ARBA00067230
1762	1.10.230.10:FF:000002	Citrate synthase 1	ARBA00067231
NA	3.30.160.60:FF:000219,3.30.160.60:FF:000400,3.30.160.60:FF:000503	Zinc finger protein 276	ARBA00067232
314145	3.40.50.300:FF:000111,3.40.50.300:FF:000168	Spliceosome RNA helicase Ddx39b	ARBA00067233
2	3.20.20.70:FF:000141	D-tagatose-1,6-bisphosphate aldolase subunit GatZ	ARBA00067234
71240	2.60.40.790:FF:000013	Co-chaperone protein p23-1	ARBA00067235
2759	1.10.510.10:FF:000181,3.30.200.20:FF:000098	Nuclear receptor-binding protein	ARBA00067236
2759	1.25.40.20:FF:000215	Ankyrin repeat domain-containing protein 49	ARBA00067237
4751	3.40.50.300:FF:000144,3.40.50.300:FF:000152	Translation initiation factor RLI1	ARBA00067238
6231	1.10.510.10:FF:000048,3.10.20.90:FF:000071	Protein kinase C-like 3	ARBA00067239
2759	1.25.40.20:FF:000375	Ankyrin repeat domain-containing protein 42	ARBA00067240
147537	1.10.510.10:FF:000101,3.30.60.20:FF:000014	Protein kinase C-like 1	ARBA00067241
28216	3.10.50.40:FF:000006	FK506-binding protein	ARBA00067242
2759	2.30.30.40:FF:000001,2.30.30.40:FF:000140	Vinexin	ARBA00067243
NA	3.30.160.60:FF:000274,3.30.160.60:FF:001534,3.30.160.60:FF:002090	Zinc finger protein 227	ARBA00067244
4751	2.40.10.230:FF:000001	H/ACA ribonucleoprotein complex subunit gar1	ARBA00067245
2759	1.25.40.20:FF:000234	Ankyrin repeat domain-containing protein 37	ARBA00067246
2759	1.20.1250.20:FF:000228	Battenin	ARBA00067247
2	1.10.260.40:FF:000012,3.40.50.2300:FF:000064	HTH-type transcriptional regulator GntR	ARBA00067248
2759	2.20.28.200:FF:000003,3.40.50.1220:FF:000038	NAD-dependent protein deacetylase SRT1	ARBA00067249
34397	3.30.300.30:FF:000033	Nonribosomal peptide synthetase sidN	ARBA00067250
NA	3.30.160.60:FF:000075,3.30.160.60:FF:001038,3.30.160.60:FF:001140	Zinc finger protein 219	ARBA00067251
8504	3.30.2460.20:FF:000009	Protein Wnt-3a	ARBA00067252
NA	1.10.4020.10:FF:000001,3.30.160.60:FF:000496,3.30.160.60:FF:000690	Zinc finger protein 215	ARBA00067253
91347	2.102.10.10:FF:000004	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha	ARBA00067254
NA	1.20.1050.80:FF:000004,1.25.40.20:FF:000065,1.25.40.20:FF:000087	Ankyrin repeat domain-containing protein 27	ARBA00067255
7711	3.30.70.330:FF:000074,3.30.70.330:FF:000097	Splicing factor U2AF 65 kDa subunit	ARBA00067256
2759	1.25.40.20:FF:000093,1.25.40.20:FF:000413	Ankyrin repeat domain-containing protein 23	ARBA00067257
2759	2.10.109.10:FF:000010	Mitochondrial inner membrane protease subunit 1	ARBA00067258
2759	2.30.42.10:FF:000149	Periaxin	ARBA00067259
NA	3.30.160.60:FF:000060,3.30.160.60:FF:000555,3.30.160.60:FF:001157	Zinc finger protein 248	ARBA00067260
NA	3.40.30.10:FF:000012,3.40.30.10:FF:000090,3.40.30.10:FF:000165	Glutaredoxin-3	ARBA00067261
6960	1.10.238.10:FF:000004,1.10.238.10:FF:000148	Alpha-actinin, sarcomeric	ARBA00067262
NA	1.25.40.20:FF:000012,1.25.40.20:FF:000014,1.25.40.20:FF:000062	Ankyrin repeat domain-containing protein 17	ARBA00067263
2759	1.25.40.20:FF:000336	Ankyrin repeat domain-containing protein 16	ARBA00067264
2759	1.25.40.20:FF:000039	Ankyrin repeat domain-containing protein 11	ARBA00067265
NA	3.30.160.60:FF:000874,3.30.160.60:FF:000913,3.30.160.60:FF:002090	Zinc finger protein 235	ARBA00067266
NA	1.10.940.10:FF:000002,3.30.70.1170:FF:000002,3.40.50.150:FF:000022	Ribosomal RNA small subunit methyltransferase B	ARBA00067267
1385	1.10.3720.10:FF:000001,3.40.190.120:FF:000002	Probable ergothioneine transporter EgtUBC	ARBA00067268
NA	3.30.160.60:FF:000029,3.30.160.60:FF:001158,3.30.160.60:FF:001195	Zinc finger protein 239	ARBA00067269
2759	3.80.10.10:FF:000172,3.80.10.10:FF:000258	Nyctalopin	ARBA00067270
2759	2.130.10.30:FF:000029	Secretion-regulating guanine nucleotide exchange factor	ARBA00067271
NA	3.10.129.10:FF:000011,3.10.129.10:FF:000020,3.30.530.20:FF:000012	Acyl-coenzyme A thioesterase 11	ARBA00067272
2759	3.10.129.10:FF:000021	Acyl-coenzyme A thioesterase 13	ARBA00067273
2	3.40.1190.20:FF:000030	Fructoselysine 6-kinase	ARBA00067274
147538	1.10.30.10:FF:000016	Non-histone chromosomal protein 6	ARBA00067275
2759	1.25.40.20:FF:000239,3.30.710.10:FF:000184	BTB/POZ domain and ankyrin repeat-containing protein NPR1	ARBA00067276
1239	3.40.309.10:FF:000009,3.40.605.10:FF:000007	3-sulfolactaldehyde dehydrogenase	ARBA00067277
NA	2.60.40.10:FF:000150,2.60.40.10:FF:000161,3.80.10.10:FF:001280	Leucine-rich repeats and immunoglobulin-like domains protein 2	ARBA00067278
2759	1.25.10.10:FF:000449	Cohesin subunit SA-3	ARBA00067279
2759	1.20.1390.10:FF:000002	Serine/arginine repetitive matrix protein 1	ARBA00067280
2	3.30.300.20:FF:000010	Peroxiredoxin OsmC	ARBA00067281
2759	1.10.630.10:FF:000017	Cytochrome P450 2U1	ARBA00067282
2759	3.40.50.200:FF:000008	Membrane-bound transcription factor site-1 protease	ARBA00067283
2759	2.60.40.10:FF:000191,2.60.40.10:FF:000863	Immunoglobulin superfamily member 8	ARBA00067284
NA	3.40.50.300:FF:001298,3.40.50.300:FF:001338,3.40.50.300:FF:002200	ESX-5 secretion system protein EccC5	ARBA00067285
7711	1.10.8.60:FF:000008,2.40.50.140:FF:000027	26S proteasome regulatory subunit 10B	ARBA00067286
2759	2.60.40.10:FF:001261,2.60.40.10:FF:001503	Immunoglobulin superfamily member 5	ARBA00067287
2	3.30.70.20:FF:000036	Formate hydrogenlyase subunit 2	ARBA00067288
3744	1.10.274.20:FF:000001,1.10.275.10:FF:000009	Phenylalanine ammonia-lyase 1	ARBA00067289
33208	1.10.400.10:FF:000010,3.40.50.300:FF:000692	Guanine nucleotide-binding protein alpha-13 subunit	ARBA00067290
NA	3.30.1490.100:FF:000003,3.30.70.270:FF:000013,3.40.1170.60:FF:000007	DNA polymerase iota	ARBA00067291
3379134	2.40.110.10:FF:000009	Cyclohexane-1-carbonyl-CoA dehydrogenase	ARBA00067292
4751	2.40.50.140:FF:000071	Eukaryotic translation initiation factor 1A	ARBA00067293
147545	3.30.300.30:FF:000033,3.40.50.12780:FF:000024	Nonribosomal peptide synthetase sidC	ARBA00067294
2759	3.30.390.30:FF:000007	Apoptosis-inducing factor 1, mitochondrial	ARBA00067295
2759	3.30.160.60:FF:000836	E3 SUMO-protein ligase ZNF451	ARBA00067296
2759	1.25.40.20:FF:000324	Ankyrin repeat domain-containing protein 53	ARBA00067297
2759	2.130.10.10:FF:000189	Protein phosphatase PP2A regulatory subunit B	ARBA00067298
NA	3.80.10.10:FF:000031,3.80.10.10:FF:000281,3.80.10.10:FF:001085	Leucine-rich repeat protein soc-2	ARBA00067299
33208	3.60.15.10:FF:000013	Persulfide dioxygenase ETHE1, mitochondrial	ARBA00067300
NA	2.60.40.10:FF:000191,2.60.40.10:FF:000491,2.60.40.10:FF:001387	Immunoglobulin superfamily member 2	ARBA00067301
NA	2.60.40.10:FF:000191,2.60.40.10:FF:000491,2.60.40.10:FF:000604	Immunoglobulin superfamily member 3	ARBA00067302
NA	3.30.160.60:FF:000065,3.30.160.60:FF:000105,3.30.160.60:FF:000289	B-cell CLL/lymphoma 6 member B protein	ARBA00067303
2	3.30.70.1300:FF:000001	UPF0301 protein YqgE	ARBA00067304
40674	2.30.42.10:FF:000028,3.30.40.10:FF:000445	E3 ubiquitin-protein ligase PDZRN3	ARBA00067305
2759	3.40.50.150:FF:000360	DNA (cytosine-5)-methyltransferase DRM2	ARBA00067306
NA	3.30.1960.10:FF:000002,3.30.300.110:FF:000003,3.40.50.150:FF:000131	tRNA wybutosine-synthesizing protein 2/3/4	ARBA00067307
71240	1.10.8.400:FF:000001,3.40.50.720:FF:000192	Enoyl-[acyl-carrier-protein] reductase [NADH], chloroplastic	ARBA00067308
2759	3.40.1190.20:FF:000017,3.40.50.10260:FF:000003	Bifunctional NAD(P)H-hydrate repair enzyme	ARBA00067309
2759	1.25.40.10:FF:000185,1.25.40.10:FF:003653	Nuclear exosome regulator NRDE2	ARBA00067310
7711	3.40.1490.10:FF:000001	Peptidyl-tRNA hydrolase 2, mitochondrial	ARBA00067311
2759	3.10.20.90:FF:000148	Ubiquitin-like protein atg12	ARBA00067312
33208	3.10.20.90:FF:000117	Ubiquitin-like protein atg12	ARBA00067312
4751	3.10.20.90:FF:000150	Ubiquitin-like protein atg12	ARBA00067312
451864	3.10.20.90:FF:000333	Ubiquitin-like protein atg12	ARBA00067312
6656	2.30.30.30:FF:000007,2.40.50.140:FF:000034	Eukaryotic translation initiation factor 5A	ARBA00067313
2759	2.40.50.140:FF:000307	Eukaryotic translation initiation factor 5A	ARBA00067313
NA	2.60.40.10:FF:000307,2.60.40.10:FF:001175,2.60.40.10:FF:001333	Collagen alpha-1(VII) chain	ARBA00067314
766733	3.20.20.100:FF:000007	NAD(P)H-dependent D-xylose reductase	ARBA00067315
4751	3.30.930.10:FF:000238	Probable lysine--tRNA ligase, cytoplasmic	ARBA00067316
2	1.20.1250.20:FF:000031,1.20.1250.20:FF:000033	Hexose-6-phosphate:phosphate antiporter	ARBA00067317
2759	1.25.40.1050:FF:000001,3.40.50.12390:FF:000002	5'-3' exoribonuclease 1	ARBA00067318
2	3.30.420.40:FF:000016	Cell shape-determining protein MreB	ARBA00067319
2759	1.25.40.180:FF:000024,1.25.40.180:FF:000034	Eukaryotic translation initiation factor 4G	ARBA00067320
2759	3.30.70.330:FF:000163	Eukaryotic translation initiation factor 4B	ARBA00067321
2759	1.20.80.10:FF:000017,2.60.120.680:FF:000002	Golgi resident protein GCP60	ARBA00067322
2	3.10.580.10:FF:000011,3.30.465.10:FF:000007	UPF0053 protein YegH	ARBA00067323
3379134	3.40.50.620:FF:000007	GlutamylGlutaminyl-tRNA synthetase	ARBA00067324
2	1.10.3680.20:FF:000001,3.55.50.10:FF:000001	Actin cross-linking toxin VgrG1	ARBA00067325
2759	3.40.50.1820:FF:000066	Monoglyceride lipase	ARBA00067326
33208	1.25.10.10:FF:000028	Transportin-1	ARBA00067327
2759	1.25.10.10:FF:000206	Transportin-1	ARBA00067327
2759	1.25.10.10:FF:000079	Transportin-3	ARBA00067328
2759	3.50.30.30:FF:000015	E3 ubiquitin-protein ligase RNF43	ARBA00067329
2	1.20.1080.10:FF:000004	Glycerol uptake facilitator protein	ARBA00067330
2759	2.60.120.40:FF:000003	Caprin-2	ARBA00067331
227290	1.10.10.10:FF:000001	HTH-type transcriptional regulator TtuA	ARBA00067332
2759	1.10.10.60:FF:000329	Homeobox protein MIXL1	ARBA00067333
NA	2.130.10.10:FF:000230,2.130.10.10:FF:000480,2.130.10.10:FF:000605	Transducin beta-like protein 3	ARBA00067334
2759	2.130.10.10:FF:000659,2.130.10.10:FF:001285	Transducin beta-like protein 2	ARBA00067335
2759	1.10.630.10:FF:000057	Cytochrome P450 724B1	ARBA00067336
28211	1.10.10.10:FF:000099	Regulatory protein VirG	ARBA00067337
2759	1.10.510.10:FF:000374,3.30.200.20:FF:000350	Cyclin-dependent kinase E-1	ARBA00067338
2759	1.20.120.1240:FF:000008,3.40.50.300:FF:000045	Dynamin	ARBA00067339
2759	1.10.1070.11:FF:000011,3.30.1010.10:FF:000015	Serine-protein kinase ATM	ARBA00067340
2759	3.40.50.300:FF:000409	Neuron navigator 1	ARBA00067341
2759	1.25.40.90:FF:000020	Regulation of nuclear pre-mRNA domain-containing protein 2	ARBA00067342
2759	1.10.418.10:FF:000018,3.40.50.300:FF:000316	Neuron navigator 3	ARBA00067343
3379134	IPR000523,IPR011775	Magnesium-chelatase 38 kDa subunit	ARBA00067344
3379134	3.40.50.300:FF:000601	Magnesium-chelatase 38 kDa subunit	ARBA00067344
2759	3.40.50.2000:FF:000001,3.40.50.2000:FF:000033	2-hydroxyacylsphingosine 1-beta-galactosyltransferase	ARBA00067345
356	3.20.20.120:FF:000020,3.30.390.10:FF:000009	Cis-3-hydroxy-L-proline dehydratase	ARBA00067346
40674	1.10.1410.10:FF:000007,3.30.460.10:FF:000022	Poly(A) RNA polymerase GLD2	ARBA00067347
2759	1.10.10.10:FF:000263,2.60.200.10:FF:000008	Interferon regulatory factor 3	ARBA00067348
2759	1.10.10.10:FF:000041,2.60.200.10:FF:000005	Interferon regulatory factor 4	ARBA00067349
40674	1.10.510.10:FF:000184,3.30.200.20:FF:000144	Cyclin-dependent kinase 5	ARBA00067350
2759	3.80.10.10:FF:000148	Leucine-rich repeat and coiled-coil domain-containing protein 1	ARBA00067351
2759	3.30.40.10:FF:000387	E3 ubiquitin-protein ligase RNF26	ARBA00067352
40674	1.10.510.10:FF:000203,3.30.200.20:FF:000227	Cyclin-dependent kinase 9	ARBA00067353
2759	3.10.110.10:FF:000052,3.30.40.10:FF:000215	E3 ubiquitin-protein ligase RNF25	ARBA00067354
2	3.40.720.10:FF:000022	Phosphoethanolamine transferase EptA	ARBA00067355
2759	3.40.1350.10:FF:000001	tRNA-splicing endonuclease subunit Sen2	ARBA00067356
147537	3.40.1350.10:FF:000011	tRNA-splicing endonuclease subunit Sen2	ARBA00067356
561	3.40.720.10:FF:000016	Phosphoethanolamine transferase EptC	ARBA00067357
2	3.40.30.10:FF:000349	Glutathione peroxidase homolog	ARBA00067358
NA	2.10.25.10:FF:000008,2.10.25.10:FF:000028,2.10.25.10:FF:000199	Signal peptide, CUB and EGF-like domain-containing protein 2	ARBA00067359
NA	2.10.25.10:FF:000008,2.10.25.10:FF:000028,2.10.50.10:FF:000008	Signal peptide, CUB and EGF-like domain-containing protein 3	ARBA00067360
2759	1.10.10.10:FF:000041,2.60.200.10:FF:000009	Interferon regulatory factor 9	ARBA00067361
2759	1.10.10.10:FF:000375,2.60.200.10:FF:000007	Interferon regulatory factor 7	ARBA00067362
2759	1.10.10.60:FF:000423,3.90.190.10:FF:000004	Protein phosphatase Slingshot homolog 1	ARBA00067363
2759	1.10.10.10:FF:000041,2.60.200.10:FF:000010	Interferon regulatory factor 8	ARBA00067364
2	3.40.109.10:FF:000005	Putative NAD(P)H nitroreductase YdjA	ARBA00067365
NA	3.10.20.90:FF:000070,3.30.40.10:FF:000139,4.10.60.10:FF:000005	E3 ubiquitin-protein ligase RBBP6	ARBA00067366
8292	1.10.565.10:FF:000073,3.30.50.10:FF:000004	Retinoic acid receptor alpha	ARBA00067367
2759	4.10.280.10:FF:000065	Class A basic helix-loop-helix protein 15	ARBA00067368
NA	2.10.25.10:FF:000008,2.10.25.10:FF:000124,2.10.50.10:FF:000022	Signal peptide, CUB and EGF-like domain-containing protein 1	ARBA00067369
2	2.30.110.10:FF:000017	Flavin-dependent monooxygenase, reductase subunit HsaB	ARBA00067370
2759	1.20.120.1750:FF:000015,1.20.58.2190:FF:000004	E3 ubiquitin-protein ligase RNF31	ARBA00067371
2	3.40.1390.30:FF:000015	GTP cyclohydrolase 1 type 2	ARBA00067372
7711	2.40.100.10:FF:000002	Peptidyl-prolyl cis-trans isomerase F, mitochondrial	ARBA00067373
7711	3.40.50.150:FF:000145	tRNA N(3)-cytidine methyltransferase METTL2	ARBA00067374
NA	2.80.10.50:FF:000008,2.80.10.50:FF:000010,2.80.10.50:FF:000030	Fascin	ARBA00067375
33208	3.40.50.150:FF:000279	tRNA N(3)-cytidine methyltransferase METTL6	ARBA00067376
NA	2.60.120.200:FF:000008,2.60.40.10:FF:000234,2.60.40.10:FF:000403	Collagen alpha-1(XIV) chain	ARBA00067377
2759	2.70.98.10:FF:000025	Bifunctional protein GAL10	ARBA00067378
2759	3.10.100.10:FF:000054	C-type lectin domain family 11 member A	ARBA00067379
2759	2.30.29.30:FF:000824	Ran-specific GTPase-activating protein	ARBA00067380
40674	1.10.10.60:FF:000074	Homeobox protein DLX-1	ARBA00067381
7711	1.20.1250.20:FF:000055	Solute carrier family 2, facilitated glucose transporter member 8	ARBA00067382
NA	1.10.10.650:FF:000001,1.10.3500.10:FF:000003,2.40.50.140:FF:000146	S1 RNA-binding domain-containing protein 1	ARBA00067383
2759	3.30.1060.10:FF:000001	Mitochondrial peptide methionine sulfoxide reductase	ARBA00067384
2759	1.20.1250.20:FF:000221	Solute carrier family 2, facilitated glucose transporter member 6	ARBA00067385
40674	1.10.10.60:FF:000468	Homeobox protein DLX-6	ARBA00067386
72274	2.60.120.10:FF:000032,3.90.550.10:FF:000046	Alginate biosynthesis protein AlgA	ARBA00067387
2759	1.20.58.1030:FF:000003	DNA replication complex GINS protein psf1	ARBA00067388
33208	1.20.58.1030:FF:000001	DNA replication complex GINS protein psf1	ARBA00067388
314147	1.10.10.10:FF:000336,3.30.70.330:FF:000366	Lupus La protein homolog	ARBA00067389
2759	1.20.58.2050:FF:000001	DNA replication complex GINS protein psf3	ARBA00067390
2	1.10.10.10:FF:000267	HTH-type transcriptional regulator DctR	ARBA00067391
2759	1.20.120.350:FF:000041	Transmembrane protein 266	ARBA00067392
NA	2.60.40.150:FF:000009,2.60.40.150:FF:000034,2.60.40.150:FF:000081	Otoferlin	ARBA00067393
2759	3.40.50.300:FF:000899,3.40.50.620:FF:000089	Bifunctional coenzyme A synthase	ARBA00067394
1236	3.10.310.10:FF:000012	4-hydroxyproline 2-epimerase	ARBA00067395
2759	3.10.580.10:FF:000033	5'-AMP-activated protein kinase subunit gamma	ARBA00067396
2759	3.90.190.10:FF:000046	Cyclin-dependent kinase inhibitor 3	ARBA00067397
2759	4.10.365.10:FF:000003	Cyclin-dependent kinase inhibitor 1	ARBA00067398
2759	1.10.150.50:FF:000008,2.30.42.10:FF:000010	Neurabin-1	ARBA00067399
2759	3.40.30.10:FF:000115,3.40.30.10:FF:000121	Protein disulfide-isomerase TMX3	ARBA00067400
NA	2.70.150.10:FF:000015,3.40.1110.10:FF:000014,3.40.50.1000:FF:000056	Endoplasmic reticulum transmembrane helix translocase	ARBA00067401
2759	1.20.1440.80:FF:000004	Gap junction epsilon-1 protein	ARBA00067402
NA	1.10.238.10:FF:000130,1.10.472.80:FF:000033,1.10.8.270:FF:000002	TBC1 domain family member 9B	ARBA00067403
314147	1.20.5.1160:FF:000001,1.20.5.170:FF:000065	Keratin, type II cytoskeletal 1b	ARBA00067404
NA	1.20.1560.10:FF:000037,3.40.50.300:FF:000163,3.40.50.300:FF:001090	ATP-binding cassette sub-family C member 10	ARBA00067405
2	2.60.40.1180:FF:000054,3.20.20.80:FF:000055	Trehalose synthase/amylase TreS	ARBA00067406
NA	1.20.1560.10:FF:000012,1.20.1560.10:FF:000015,3.40.50.300:FF:001128	ATP-binding cassette sub-family C member 12	ARBA00067407
71274	2.60.40.790:FF:000059	Small heat shock protein, chloroplastic	ARBA00067408
2	1.10.10.10:FF:000541	Transcriptional regulator SarA	ARBA00067409
147368	2.60.40.1180:FF:000021	Alpha-amylase type B isozyme	ARBA00067410
NA	1.10.472.80:FF:000023,1.10.8.270:FF:000002,2.30.29.30:FF:000013	TBC1 domain family member 8B	ARBA00067411
2759	1.20.5.390:FF:000005,3.30.70.1820:FF:000002	LINE-1 retrotransposable element ORF1 protein	ARBA00067412
4751	3.30.930.10:FF:000021,3.40.50.800:FF:000015	Histidine--tRNA ligase, mitochondrial	ARBA00067413
2759	3.40.50.80:FF:000079	Ferric/cupric reductase transmembrane component 7	ARBA00067414
28889	3.40.50.12780:FF:000001	3-hydroxypropionyl-coenzyme A synthetase	ARBA00067415
33208	1.10.10.60:FF:000087	DNA methyltransferase 1-associated protein 1	ARBA00067416
2759	1.20.81.10:FF:000001	Alpha-2-macroglobulin receptor-associated protein	ARBA00067417
2	1.10.10.10:FF:001399	Uncharacterized response regulatory protein YgeK	ARBA00067418
NA	1.10.150.20:FF:000005,3.30.420.340:FF:000001,3.40.1440.10:FF:000001	UvrABC system protein C	ARBA00067419
2759	3.40.50.1000:FF:000085	Membrane-associated phosphatidylinositol transfer protein 3	ARBA00067420
2759	3.30.40.10:FF:000316	E3 ubiquitin-protein ligase RNF180	ARBA00067421
2759	3.30.40.10:FF:000409	E3 ubiquitin-protein ligase RNF183	ARBA00067422
6656	1.10.10.500:FF:000002	Homeobox protein prospero	ARBA00067423
2	3.40.1050.10:FF:000011	Beta-carbonic anhydrase 1	ARBA00067424
2759	3.30.40.10:FF:000935	E3 ubiquitin-protein ligase RNF187	ARBA00067425
2759	3.30.40.10:FF:000099,3.50.30.30:FF:000013	E3 ubiquitin-protein ligase RNF167	ARBA00067426
2759	3.30.40.10:FF:000676	E3 ubiquitin-protein ligase RNF169	ARBA00067427
2759	1.10.10.60:FF:000369	Intestine-specific homeobox	ARBA00067428
2759	1.10.750.20:FF:000001,1.25.40.20:FF:000310	Ankyrin repeat and SOCS box protein 15	ARBA00067429
NA	1.25.40.20:FF:000154,1.25.40.20:FF:000228,1.25.40.20:FF:000383	Ankyrin repeat and SOCS box protein 10	ARBA00067430
2759	1.25.40.20:FF:000096	Ankyrin repeat and SOCS box protein 12	ARBA00067431
2759	2.130.10.10:FF:000424,2.130.10.10:FF:002329	p21-activated protein kinase-interacting protein 1-like	ARBA00067432
2	1.10.1060.10:FF:000008	Anaerobic glycerol-3-phosphate dehydrogenase subunit C	ARBA00067433
2	1.20.1250.20:FF:000007,1.20.1250.20:FF:000110	Membrane sensor protein UhpC	ARBA00067434
NA	2.60.40.10:FF:000273,2.60.40.10:FF:000299,2.60.40.10:FF:000455	Immunoglobulin superfamily DCC subclass member 4	ARBA00067435
NA	2.60.40.10:FF:000189,2.60.40.10:FF:000299,2.60.40.10:FF:000577	Immunoglobulin superfamily DCC subclass member 3	ARBA00067436
3379134	3.40.50.720:FF:000097	Uncharacterized oxidoreductase YghA	ARBA00067437
NA	1.10.10.1100:FF:000003,3.50.50.60:FF:000096,3.50.50.60:FF:000102	Anaerobic glycerol-3-phosphate dehydrogenase subunit A	ARBA00067438
2759	1.20.142.10:FF:000004,3.90.228.10:FF:000010	Protein ADP-ribosyltransferase PARP3	ARBA00067439
NA	3.30.160.60:FF:000144,3.30.160.60:FF:000295,3.30.160.60:FF:000635	Zinc finger protein 181	ARBA00067440
NA	3.30.160.60:FF:000029,3.30.160.60:FF:000053,3.30.160.60:FF:000622	Zinc finger protein 182	ARBA00067441
NA	3.30.160.60:FF:000016,3.30.160.60:FF:000252,3.30.160.60:FF:000519	Zinc finger protein 184	ARBA00067442
6231	2.130.10.10:FF:000021	Probable histone-binding protein lin-53	ARBA00067443
NA	2.20.100.10:FF:000005,2.20.100.10:FF:000009,2.20.100.10:FF:000041	ADAMTS-like protein 1	ARBA00067444
NA	2.20.100.10:FF:000042,2.20.100.10:FF:000078,2.60.120.830:FF:000001	ADAMTS-like protein 2	ARBA00067445
3524	1.10.620.20:FF:000002	Stearoyl-[acyl-carrier-protein] 9-desaturase, chloroplastic	ARBA00067446
2759	1.20.1250.10:FF:000033	Interferon epsilon	ARBA00067447
7711	1.10.287.370:FF:000002	Prefoldin subunit 2	ARBA00067448
4751	1.10.8.60:FF:000005,3.40.50.300:FF:000027	26S proteasome regulatory subunit 7 homolog	ARBA00067449
7711	1.10.287.370:FF:000001	Prefoldin subunit 3	ARBA00067450
7711	1.10.287.370:FF:000005	Prefoldin subunit 4	ARBA00067451
7711	1.10.287.370:FF:000004	Prefoldin subunit 5	ARBA00067452
7711	1.10.287.370:FF:000003	Prefoldin subunit 6	ARBA00067453
NA	1.10.287.130:FF:000003,1.20.120.160:FF:000002,3.30.565.10:FF:000020	Signal transduction histidine-protein kinase BarA	ARBA00067454
2	3.10.20.30:FF:000011	Uncharacterized ferredoxin-like protein YfaE	ARBA00067455
33208	3.40.30.10:FF:000005	Glutaredoxin-related protein 5, mitochondrial	ARBA00067456
2759	2.60.120.200:FF:000158,2.60.120.200:FF:000248	Chondroitin sulfate proteoglycan 4	ARBA00067457
2759	2.60.120.920:FF:000059,3.30.40.10:FF:000545	E3 ubiquitin-protein ligase RNF135	ARBA00067458
2759	1.10.287.70:FF:000093	Calcium-channel protein CCH1	ARBA00067459
7711	3.30.40.10:FF:000166	E3 ubiquitin-protein ligase RNF139	ARBA00067460
2	1.10.1330.10:FF:000001,1.50.10.10:FF:000086	Cellulose 1,4-beta-cellobiosidase	ARBA00067461
2759	1.20.58.1880:FF:000003	BPTF-associated chromatin complex component 1	ARBA00067462
2759	1.10.10.60:FF:000620,2.10.110.10:FF:000137	Mechanosensory protein 3	ARBA00067463
2759	3.20.100.30:FF:000001	Vacuolar transporter chaperone complex subunit 4	ARBA00067464
